timestep,episode_num,score,steps,survival_time,lines_cleared,single_clears,double_clears,triple_clears,tetris_clears,total_pieces,piece_I,piece_O,piece_T,piece_L,piece_J,piece_S,piece_Z,actions_taken,rotations,left_moves,right_moves,soft_drops,hard_drops,no_ops,invalid_actions,holes_created,max_height,avg_height,total_bumpiness,wells_created,coverage,max_combo,unique_states,state_revisits,lines_per_piece,score_per_piece,invalid_action_rate,tetris_rate
10704,138,0,108,108,0,0,0,0,0,15,2,3,1,2,2,2,3,108,21,22,25,16,15,9,1,95,20,15.5,19,1,0.3,0,16,92,0.0,0.0,0.009259259259259259,0.0
10952,139,0,83,83,0,0,0,0,0,11,1,2,0,2,2,2,2,83,19,10,15,13,10,16,4,45,20,8.899999618530273,40,0,0.22,0,12,71,0.0,0.0,0.04819277108433735,0.0
10952,140,0,86,86,0,0,0,0,0,12,1,2,2,2,1,2,2,86,25,9,12,17,11,12,6,39,20,8.699999809265137,40,0,0.24,0,13,73,0.0,0.0,0.06976744186046512,0.0
11040,141,0,92,92,0,0,0,0,0,13,2,2,2,2,1,2,2,92,17,14,14,13,13,21,1,34,20,8.600000381469727,40,0,0.26,0,14,78,0.0,0.0,0.010869565217391304,0.0
11244,142,0,135,135,0,0,0,0,0,14,2,2,3,2,2,1,2,135,38,26,20,16,12,23,2,63,20,11.90000057220459,38,1,0.28,0,15,120,0.0,0.0,0.014814814814814815,0.0
11264,143,0,78,78,0,0,0,0,0,15,2,2,2,3,2,2,2,78,21,12,6,18,13,8,1,71,20,13.09999942779541,40,1,0.3,0,16,62,0.0,0.0,0.01282051282051282,0.0
11344,144,0,76,76,0,0,0,0,0,14,2,2,2,3,2,2,1,76,9,11,12,15,13,16,0,32,19,8.800000190734863,46,2,0.28,0,15,61,0.0,0.0,0.0,0.0
11364,145,0,103,103,0,0,0,0,0,13,2,2,2,2,2,2,1,103,19,21,21,18,11,13,1,48,20,10.0,40,1,0.26,0,14,89,0.0,0.0,0.009708737864077669,0.0
11512,146,0,67,67,0,0,0,0,0,13,2,2,2,1,2,2,2,67,16,9,7,9,13,13,0,55,19,10.700000762939453,29,0,0.26,0,14,53,0.0,0.0,0.0,0.0
11692,147,0,107,107,0,0,0,0,0,15,2,1,2,2,3,3,2,107,16,24,18,19,13,17,2,49,19,10.90000057220459,38,1,0.3,0,15,92,0.0,0.0,0.018691588785046728,0.0
11796,148,0,108,108,0,0,0,0,0,14,2,3,2,2,2,2,1,108,25,20,16,16,13,18,1,56,19,11.199999809265137,38,2,0.28,0,15,93,0.0,0.0,0.009259259259259259,0.0
11840,149,0,124,124,0,0,0,0,0,13,2,1,2,2,2,2,2,124,29,25,19,18,13,20,4,74,19,12.600000381469727,27,0,0.26,0,14,110,0.0,0.0,0.03225806451612903,0.0
11972,150,0,44,44,0,0,0,0,0,12,2,1,1,2,2,2,2,44,7,9,5,4,12,7,0,30,19,7.799999713897705,38,1,0.24,0,12,32,0.0,0.0,0.0,0.0
12100,151,0,102,102,0,0,0,0,0,14,2,2,2,2,3,1,2,102,24,16,14,16,14,18,4,28,19,8.399999618530273,38,0,0.28,0,15,87,0.0,0.0,0.0392156862745098,0.0
12112,152,0,150,150,0,0,0,0,0,18,3,3,3,3,2,3,1,150,28,28,26,29,15,24,1,69,19,14.09999942779541,23,1,0.36,0,19,131,0.0,0.0,0.006666666666666667,0.0
12272,153,0,75,75,0,0,0,0,0,14,2,2,2,2,2,2,2,75,13,18,10,10,13,11,0,51,19,10.700000762939453,35,1,0.28,0,15,60,0.0,0.0,0.0,0.0
12328,154,0,122,122,0,0,0,0,0,19,2,2,3,3,3,3,3,122,25,21,17,20,17,22,1,62,20,13.800000190734863,29,1,0.38,0,20,102,0.0,0.0,0.00819672131147541,0.0
12532,155,0,105,105,0,0,0,0,0,13,2,2,2,2,1,2,2,105,20,20,18,19,13,15,1,25,20,7.699999809265137,40,1,0.26,0,14,91,0.0,0.0,0.009523809523809525,0.0
12620,156,0,130,130,0,0,0,0,0,16,2,3,3,3,1,2,2,130,24,20,22,21,16,27,2,35,19,9.899999618530273,38,2,0.32,0,17,113,0.0,0.0,0.015384615384615385,0.0
12708,157,0,109,109,0,0,0,0,0,13,1,2,2,2,2,2,2,109,16,21,16,18,12,26,0,48,20,10.0,40,2,0.26,0,14,95,0.0,0.0,0.0,0.0
12772,158,0,60,60,0,0,0,0,0,12,2,2,0,2,2,2,2,60,14,9,13,4,12,8,0,65,20,11.300000190734863,40,1,0.24,0,13,47,0.0,0.0,0.0,0.0
12776,159,0,112,112,0,0,0,0,0,14,2,2,2,2,1,3,2,112,23,15,31,15,14,14,1,58,20,11.5,32,1,0.28,0,15,97,0.0,0.0,0.008928571428571428,0.0
13120,160,0,125,125,0,0,0,0,0,14,2,2,1,2,3,2,2,125,26,16,24,23,14,22,4,26,19,8.199999809265137,43,2,0.28,0,15,110,0.0,0.0,0.032,0.0
13120,161,0,87,87,0,0,0,0,0,11,2,2,1,2,1,2,1,87,16,12,14,12,10,23,0,42,20,8.600000381469727,44,1,0.22,0,12,75,0.0,0.0,0.0,0.0
13236,162,0,132,132,0,0,0,0,0,14,2,2,1,2,2,2,3,132,27,25,28,14,13,25,6,65,19,12.100000381469727,36,2,0.28,0,15,117,0.0,0.0,0.045454545454545456,0.0
13280,163,0,126,126,0,0,0,0,0,15,1,2,2,2,2,3,3,126,18,29,24,18,14,23,3,52,20,11.300000190734863,40,3,0.3,0,16,110,0.0,0.0,0.023809523809523808,0.0
13424,164,0,76,76,0,0,0,0,0,12,2,2,1,2,2,1,2,76,15,11,11,12,12,15,4,39,19,8.699999809265137,38,0,0.24,0,13,63,0.0,0.0,0.05263157894736842,0.0
13444,165,0,81,81,0,0,0,0,0,14,1,2,2,2,2,2,3,81,12,18,15,10,14,12,0,39,19,9.5,38,0,0.28,0,15,66,0.0,0.0,0.0,0.0
13676,166,0,63,63,0,0,0,0,0,12,2,2,2,1,1,2,2,63,14,6,11,7,12,13,0,20,20,6.800000190734863,43,1,0.24,0,13,50,0.0,0.0,0.0,0.0
13692,167,0,103,103,0,0,0,0,0,12,2,1,2,2,2,1,2,103,24,16,22,14,12,15,5,36,19,8.399999618530273,34,0,0.24,0,13,90,0.0,0.0,0.04854368932038835,0.0
13800,168,0,141,141,0,0,0,0,0,12,2,1,2,1,2,2,2,141,30,24,32,18,11,26,5,78,20,12.600000381469727,31,1,0.24,0,13,128,0.0,0.0,0.03546099290780142,0.0
13912,169,0,117,117,0,0,0,0,0,16,2,2,1,3,3,3,2,117,23,20,21,16,16,21,3,48,20,11.199999809265137,40,1,0.32,0,17,100,0.0,0.0,0.02564102564102564,0.0
13976,170,0,71,71,0,0,0,0,0,11,2,2,2,1,1,2,1,71,16,12,6,17,10,10,0,39,19,8.300000190734863,38,0,0.22,0,11,60,0.0,0.0,0.0,0.0
14224,171,0,106,106,0,0,0,0,0,16,3,3,2,1,3,2,2,106,24,15,14,26,15,12,1,58,20,12.300000190734863,38,1,0.32,0,17,89,0.0,0.0,0.009433962264150943,0.0
14240,172,0,82,82,0,0,0,0,0,11,2,2,1,2,0,2,2,82,19,11,9,18,9,16,2,52,20,9.59999942779541,40,0,0.22,0,12,70,0.0,0.0,0.024390243902439025,0.0
14348,173,0,168,168,0,0,0,0,0,17,2,3,3,2,2,2,3,168,29,30,37,21,14,37,4,93,20,16.100000381469727,35,3,0.34,0,18,150,0.0,0.0,0.023809523809523808,0.0
14428,174,0,113,113,0,0,0,0,0,15,1,2,3,2,2,3,2,113,17,23,21,16,14,22,5,44,20,10.399999618530273,39,1,0.3,0,16,97,0.0,0.0,0.04424778761061947,0.0
14572,175,0,87,87,0,0,0,0,0,17,3,3,1,2,3,3,2,87,12,18,17,10,17,13,0,64,20,13.200000762939453,40,2,0.34,0,18,69,0.0,0.0,0.0,0.0
14624,176,0,96,96,0,0,0,0,0,11,2,2,2,1,1,2,1,96,13,26,17,14,10,16,5,72,20,11.59999942779541,26,0,0.22,0,12,84,0.0,0.0,0.052083333333333336,0.0
14776,177,0,107,107,0,0,0,0,0,15,2,2,3,2,3,1,2,107,24,22,19,12,14,16,1,62,19,12.200000762939453,38,2,0.3,0,15,92,0.0,0.0,0.009345794392523364,0.0
14992,178,0,141,141,0,0,0,0,0,15,2,2,2,3,2,2,2,141,23,26,27,21,14,30,3,69,19,12.899999618530273,18,1,0.3,0,16,125,0.0,0.0,0.02127659574468085,0.0
14996,179,0,55,55,0,0,0,0,0,13,2,2,2,2,2,2,1,55,6,8,9,6,13,13,0,60,19,11.199999809265137,27,0,0.26,0,14,41,0.0,0.0,0.0,0.0
15068,180,0,111,111,0,0,0,0,0,11,2,1,2,2,2,1,1,111,22,18,24,15,10,22,1,48,20,9.199999809265137,40,1,0.22,0,12,99,0.0,0.0,0.009009009009009009,0.0
15092,181,0,130,130,0,0,0,0,0,13,2,2,2,2,2,2,1,130,29,18,20,30,11,22,2,54,19,10.59999942779541,28,2,0.26,0,14,116,0.0,0.0,0.015384615384615385,0.0
15328,182,0,84,84,0,0,0,0,0,12,2,1,2,2,2,2,1,84,15,10,17,14,9,19,6,61,20,10.90000057220459,40,0,0.24,0,13,71,0.0,0.0,0.07142857142857142,0.0
15364,183,0,68,68,0,0,0,0,0,14,2,1,2,3,2,2,2,68,15,12,5,11,13,12,1,37,20,9.300000190734863,44,2,0.28,0,15,53,0.0,0.0,0.014705882352941176,0.0
15404,184,0,102,102,0,0,0,0,0,13,2,2,2,2,1,2,2,102,21,15,14,18,13,21,2,60,19,11.199999809265137,44,2,0.26,0,14,88,0.0,0.0,0.0196078431372549,0.0
