timestep,episode_num,score,steps,survival_time,lines_cleared,single_clears,double_clears,triple_clears,tetris_clears,total_pieces,piece_I,piece_O,piece_T,piece_L,piece_J,piece_S,piece_Z,actions_taken,rotations,left_moves,right_moves,soft_drops,hard_drops,no_ops,invalid_actions,holes_created,max_height,avg_height,total_bumpiness,wells_created,coverage,max_combo,unique_states,state_revisits,lines_per_piece,score_per_piece,invalid_action_rate,tetris_rate
61200,419,0,557,557,0,0,0,0,0,18,2,3,1,3,3,3,3,557,84,129,149,43,14,138,23,62,19,13.40000057220459,39,3,0.36,0,19,538,0.0,0.0,0.04129263913824058,0.0
61732,420,0,511,511,0,0,0,0,0,19,2,2,3,3,3,3,3,511,64,138,136,39,14,120,27,70,19,14.600000381469727,26,1,0.38,0,20,491,0.0,0.0,0.05283757338551859,0.0
62040,421,0,514,514,0,0,0,0,0,19,3,3,3,2,3,2,3,514,80,117,136,40,15,126,46,70,19,14.600000381469727,25,2,0.38,0,20,494,0.0,0.0,0.08949416342412451,0.0
62124,422,0,263,263,0,0,0,0,0,14,2,2,2,2,1,2,3,263,38,58,72,30,10,55,29,41,20,9.700000762939453,41,2,0.28,0,15,248,0.0,0.0,0.11026615969581749,0.0
62684,423,0,371,371,0,0,0,0,0,18,2,2,3,2,3,3,3,371,65,82,95,34,16,79,23,40,19,11.199999809265137,33,2,0.36,0,19,352,0.0,0.0,0.06199460916442048,0.0
62968,424,0,309,309,0,0,0,0,0,15,2,3,2,2,2,2,2,309,43,62,83,23,11,87,21,66,19,12.600000381469727,39,3,0.3,0,16,293,0.0,0.0,0.06796116504854369,0.0
63364,425,0,310,310,0,0,0,0,0,15,1,3,2,2,2,3,2,310,38,74,79,29,11,79,12,45,20,10.5,35,1,0.3,0,16,294,0.0,0.0,0.03870967741935484,0.0
63396,426,0,339,339,0,0,0,0,0,14,2,2,2,2,2,3,1,339,48,86,88,25,12,80,13,51,19,10.700000762939453,48,3,0.28,0,15,324,0.0,0.0,0.038348082595870206,0.0
64008,427,0,331,331,0,0,0,0,0,20,2,3,3,3,3,3,3,331,53,77,96,33,17,55,25,65,20,14.5,28,3,0.4,0,21,310,0.0,0.0,0.0755287009063444,0.0
64588,428,0,306,306,0,0,0,0,0,15,2,2,2,3,3,2,1,306,44,62,85,28,12,75,26,60,20,12.0,25,2,0.3,0,16,290,0.0,0.0,0.08496732026143791,0.0
65032,429,0,409,409,0,0,0,0,0,21,3,3,3,4,3,2,3,409,45,108,120,30,17,89,48,65,20,14.899999618530273,24,1,0.42,0,22,387,0.0,0.0,0.11735941320293398,0.0
65456,430,0,362,362,0,0,0,0,0,14,2,3,2,2,2,1,2,362,60,79,91,37,10,85,28,42,19,9.800000190734863,38,1,0.28,0,14,348,0.0,0.0,0.07734806629834254,0.0
65540,431,0,643,643,0,0,0,0,0,20,3,3,3,3,2,3,3,643,113,141,181,50,15,143,59,56,20,13.600000381469727,40,2,0.4,0,21,622,0.0,0.0,0.09175738724727839,0.0
65724,432,0,173,173,0,0,0,0,0,15,1,2,2,3,3,2,2,173,29,33,45,17,14,35,4,58,20,11.90000057220459,35,3,0.3,0,16,157,0.0,0.0,0.023121387283236993,0.0
67072,433,0,621,621,0,0,0,0,0,20,3,3,3,3,3,2,3,621,103,144,148,55,11,160,48,54,20,13.40000057220459,29,2,0.4,0,20,601,0.0,0.0,0.07729468599033816,0.0
67180,434,0,364,364,0,0,0,0,0,15,2,2,3,1,2,3,2,364,37,110,90,26,11,90,18,56,19,11.59999942779541,29,0,0.3,0,16,348,0.0,0.0,0.04945054945054945,0.0
67576,435,0,509,509,0,0,0,0,0,16,2,2,2,2,3,2,3,509,68,129,128,54,10,120,30,62,19,12.600000381469727,22,1,0.32,0,17,492,0.0,0.0,0.05893909626719057,0.0
67612,436,0,539,539,0,0,0,0,0,23,3,4,3,2,3,4,4,539,94,135,145,37,18,110,20,75,20,16.69999885559082,19,2,0.46,0,24,515,0.0,0.0,0.03710575139146568,0.0
69348,437,0,434,434,0,0,0,0,0,20,3,3,3,3,3,3,2,434,63,108,113,33,17,100,33,91,20,17.100000381469727,11,1,0.4,0,21,413,0.0,0.0,0.07603686635944701,0.0
69932,438,0,688,688,0,0,0,0,0,22,3,2,3,4,4,3,3,688,107,168,179,57,12,165,68,74,20,16.200000762939453,34,3,0.44,0,23,665,0.0,0.0,0.09883720930232558,0.0
70028,439,0,739,739,0,0,0,0,0,22,2,4,3,3,3,3,4,739,128,163,190,57,16,185,68,64,20,15.199999809265137,25,3,0.44,0,23,716,0.0,0.0,0.09201623815967523,0.0
70536,440,0,297,297,0,0,0,0,0,18,3,2,3,3,2,2,3,297,30,78,72,21,16,80,8,81,19,15.299999237060547,25,3,0.36,0,19,278,0.0,0.0,0.026936026936026935,0.0
70652,441,0,769,769,0,0,0,0,0,19,3,3,2,3,2,3,3,769,112,193,218,73,9,164,63,55,20,13.09999942779541,24,2,0.38,0,20,749,0.0,0.0,0.08192457737321196,0.0
71160,442,0,283,283,0,0,0,0,0,15,3,1,3,2,2,2,2,283,40,67,63,28,14,71,2,40,20,10.0,42,3,0.3,0,16,267,0.0,0.0,0.007067137809187279,0.0
71832,443,0,295,295,0,0,0,0,0,17,2,3,3,2,2,3,2,295,57,67,69,22,16,64,16,73,19,14.09999942779541,34,2,0.34,0,18,277,0.0,0.0,0.05423728813559322,0.0
71944,444,0,503,503,0,0,0,0,0,20,3,3,3,3,3,2,3,503,68,124,138,37,15,121,33,61,20,14.09999942779541,30,3,0.4,0,21,482,0.0,0.0,0.06560636182902585,0.0
72196,445,0,415,415,0,0,0,0,0,17,3,3,2,2,2,3,2,415,50,111,89,43,10,112,24,54,20,12.200000762939453,35,1,0.34,0,18,397,0.0,0.0,0.05783132530120482,0.0
72936,446,0,444,444,0,0,0,0,0,19,3,3,3,2,2,3,3,444,71,144,88,27,12,102,51,89,20,16.5,24,3,0.38,0,20,424,0.0,0.0,0.11486486486486487,0.0
73552,447,40,402,402,1,1,0,0,0,19,3,3,3,2,3,3,2,402,53,107,107,32,16,87,25,60,20,12.600000381469727,34,2,0.36,1,20,382,0.05263157894736842,2.1052631578947367,0.06218905472636816,0.0
73624,448,0,448,448,0,0,0,0,0,16,2,2,3,2,2,3,2,448,66,101,127,52,9,93,35,67,20,13.09999942779541,33,4,0.32,0,17,431,0.0,0.0,0.078125,0.0
73960,449,0,441,441,0,0,0,0,0,17,2,2,3,3,2,3,2,441,59,103,122,42,11,104,34,67,20,13.5,23,2,0.34,0,18,423,0.0,0.0,0.07709750566893424,0.0
74468,450,0,383,383,0,0,0,0,0,19,3,3,3,3,1,3,3,383,57,112,102,19,16,77,50,50,20,12.600000381469727,31,1,0.38,0,20,363,0.0,0.0,0.13054830287206268,0.0
74896,451,0,336,336,0,0,0,0,0,12,2,1,2,2,2,1,2,336,72,101,91,23,11,38,33,32,19,8.0,41,0,0.24,0,13,323,0.0,0.0,0.09821428571428571,0.0
75372,452,0,437,437,0,0,0,0,0,21,2,3,4,3,3,3,3,437,58,159,116,31,15,58,61,77,20,16.100000381469727,22,2,0.42,0,22,415,0.0,0.0,0.13958810068649885,0.0
75832,453,0,341,341,0,0,0,0,0,11,2,1,2,1,2,1,2,341,53,123,77,35,7,46,34,47,19,9.100000381469727,35,1,0.22,0,12,329,0.0,0.0,0.09970674486803519,0.0
76168,454,0,552,552,0,0,0,0,0,18,3,3,2,3,3,1,3,552,120,114,153,63,8,94,52,62,19,13.40000057220459,22,1,0.36,0,19,533,0.0,0.0,0.09420289855072464,0.0
76556,455,0,415,415,0,0,0,0,0,18,3,3,2,3,3,2,2,415,64,104,135,34,13,65,51,89,20,16.100000381469727,26,2,0.36,0,19,396,0.0,0.0,0.12289156626506025,0.0
77264,456,0,473,473,0,0,0,0,0,16,2,2,1,2,3,3,3,473,76,124,169,27,11,66,43,50,20,11.399999618530273,27,3,0.32,0,17,456,0.0,0.0,0.09090909090909091,0.0
77416,457,0,396,396,0,0,0,0,0,14,2,2,2,2,2,3,1,396,64,107,127,31,8,59,35,61,20,11.699999809265137,35,2,0.28,0,15,381,0.0,0.0,0.08838383838383838,0.0
78204,458,0,235,235,0,0,0,0,0,13,2,2,2,2,2,2,1,235,39,74,68,16,11,27,13,57,20,10.90000057220459,47,2,0.26,0,14,221,0.0,0.0,0.05531914893617021,0.0
78808,459,0,563,563,0,0,0,0,0,19,2,3,3,3,2,3,3,563,86,190,152,48,11,76,65,71,20,14.700000762939453,28,2,0.38,0,20,543,0.0,0.0,0.11545293072824156,0.0
79472,460,0,826,826,0,0,0,0,0,24,3,4,4,4,3,3,3,826,162,228,246,63,17,110,62,56,19,15.199999809265137,16,2,0.48,0,25,801,0.0,0.0,0.07506053268765134,0.0
79776,461,0,393,393,0,0,0,0,0,18,3,2,3,2,3,2,3,393,59,146,104,28,12,44,41,87,20,15.90000057220459,41,4,0.36,0,18,375,0.0,0.0,0.10432569974554708,0.0
79836,462,0,605,605,0,0,0,0,0,17,3,2,2,3,2,3,2,605,119,152,185,56,9,84,78,54,19,12.200000762939453,29,2,0.34,0,18,587,0.0,0.0,0.12892561983471074,0.0
80172,463,0,175,175,0,0,0,0,0,12,2,2,2,2,2,0,2,175,28,50,54,10,10,23,3,28,20,7.599999904632568,40,0,0.24,0,13,162,0.0,0.0,0.017142857142857144,0.0
81148,464,0,328,328,0,0,0,0,0,16,2,2,3,2,3,3,1,328,59,77,109,17,13,53,47,57,19,12.100000381469727,29,3,0.32,0,17,311,0.0,0.0,0.14329268292682926,0.0
81536,465,0,682,682,0,0,0,0,0,16,3,3,2,3,1,2,2,682,122,183,192,67,7,111,38,55,19,11.90000057220459,35,1,0.32,0,16,666,0.0,0.0,0.05571847507331378,0.0
82992,466,0,705,705,0,0,0,0,0,19,3,3,3,3,1,3,3,705,121,217,201,47,11,108,58,69,19,14.5,15,1,0.38,0,20,685,0.0,0.0,0.08226950354609928,0.0
82996,467,0,805,805,0,0,0,0,0,22,4,3,3,4,2,3,3,805,142,216,246,47,11,143,93,78,20,16.600000381469727,25,2,0.44,0,23,782,0.0,0.0,0.115527950310559,0.0
83772,468,0,656,656,0,0,0,0,0,19,2,3,3,3,3,3,2,656,119,161,190,54,9,123,61,58,19,13.40000057220459,29,4,0.38,0,20,636,0.0,0.0,0.09298780487804878,0.0
84884,469,0,472,472,0,0,0,0,0,16,2,3,2,2,3,2,2,472,65,146,134,41,12,74,56,60,19,12.399999618530273,27,2,0.32,0,17,455,0.0,0.0,0.11864406779661017,0.0
85216,470,0,556,556,0,0,0,0,0,17,3,3,1,3,3,2,2,556,88,163,181,26,9,89,74,70,20,13.800000190734863,37,2,0.34,0,18,538,0.0,0.0,0.13309352517985612,0.0
85264,471,0,932,932,0,0,0,0,0,26,4,3,4,4,3,4,4,932,150,333,249,46,17,137,127,61,20,16.5,31,3,0.52,0,27,905,0.0,0.0,0.13626609442060086,0.0
85980,472,0,552,552,0,0,0,0,0,14,2,2,2,2,2,2,2,552,106,173,153,34,8,78,78,71,20,12.699999809265137,32,1,0.28,0,15,537,0.0,0.0,0.14130434782608695,0.0
86980,473,0,250,250,0,0,0,0,0,12,2,2,2,2,1,2,1,250,53,51,70,18,9,49,10,87,20,13.5,23,1,0.24,0,13,237,0.0,0.0,0.04,0.0
87120,474,0,559,559,0,0,0,0,0,19,3,2,3,3,3,3,2,559,86,174,168,34,13,84,85,105,19,18.200000762939453,15,2,0.38,0,20,539,0.0,0.0,0.1520572450805009,0.0
87196,475,0,495,495,0,0,0,0,0,18,3,3,3,1,2,3,3,495,88,103,158,36,12,98,47,73,19,14.5,20,1,0.36,0,19,476,0.0,0.0,0.09494949494949495,0.0
87440,476,0,544,544,0,0,0,0,0,13,2,2,2,2,2,1,2,544,110,144,170,41,5,74,55,77,20,12.899999618530273,31,2,0.26,0,14,530,0.0,0.0,0.10110294117647059,0.0
89272,477,0,538,538,0,0,0,0,0,20,3,3,3,2,3,3,3,538,106,163,131,33,12,93,67,91,20,17.100000381469727,20,1,0.4,0,20,518,0.0,0.0,0.12453531598513011,0.0
89572,478,0,533,533,0,0,0,0,0,17,2,3,2,2,2,3,3,533,119,128,153,46,12,75,42,82,20,15.0,18,2,0.34,0,18,515,0.0,0.0,0.07879924953095685,0.0
90332,479,0,784,784,0,0,0,0,0,20,2,3,3,3,3,3,3,784,157,238,219,34,14,122,77,70,20,15.0,16,0,0.4,0,20,764,0.0,0.0,0.09821428571428571,0.0
90624,480,0,911,911,0,0,0,0,0,21,3,2,4,3,3,3,3,911,130,340,250,54,14,123,140,40,19,12.399999618530273,34,2,0.42,0,22,889,0.0,0.0,0.15367727771679474,0.0
91436,481,0,466,466,0,0,0,0,0,15,3,2,2,3,2,2,1,466,66,173,131,20,11,65,35,74,20,13.40000057220459,30,1,0.3,0,16,450,0.0,0.0,0.07510729613733906,0.0
91572,482,0,237,237,0,0,0,0,0,13,2,2,1,2,2,2,2,237,49,44,66,19,11,48,15,54,20,10.59999942779541,36,1,0.26,0,13,224,0.0,0.0,0.06329113924050633,0.0
91668,483,0,599,599,0,0,0,0,0,20,3,2,3,3,3,3,3,599,91,175,187,40,16,90,38,54,20,13.40000057220459,27,2,0.4,0,21,578,0.0,0.0,0.06343906510851419,0.0
92700,484,0,592,592,0,0,0,0,0,15,2,2,2,2,2,3,2,592,104,130,195,57,6,100,57,39,19,9.899999618530273,32,3,0.3,0,16,576,0.0,0.0,0.09628378378378379,0.0
93080,485,0,411,411,0,0,0,0,0,20,3,3,3,3,3,3,2,411,62,127,116,37,15,54,37,66,19,14.600000381469727,36,2,0.4,0,21,390,0.0,0.0,0.09002433090024331,0.0
93152,486,0,371,371,0,0,0,0,0,17,1,3,3,3,2,3,2,371,70,130,90,17,14,50,29,69,20,13.699999809265137,24,1,0.34,0,18,353,0.0,0.0,0.07816711590296496,0.0
94192,487,0,655,655,0,0,0,0,0,18,3,3,2,2,2,3,3,655,90,193,203,34,14,121,71,66,20,13.800000190734863,41,3,0.36,0,19,636,0.0,0.0,0.1083969465648855,0.0
94588,488,0,472,472,0,0,0,0,0,16,3,2,1,3,2,3,2,472,101,76,168,33,9,85,79,63,20,12.699999809265137,22,1,0.32,0,17,455,0.0,0.0,0.1673728813559322,0.0
95072,489,0,498,498,0,0,0,0,0,17,3,3,2,2,3,2,2,498,109,110,134,33,12,100,45,38,20,10.59999942779541,35,2,0.34,0,18,480,0.0,0.0,0.09036144578313253,0.0
95416,490,0,566,566,0,0,0,0,0,16,2,3,3,2,2,2,2,566,131,103,184,45,8,95,86,52,20,11.59999942779541,31,3,0.32,0,16,550,0.0,0.0,0.1519434628975265,0.0
96612,491,0,605,605,0,0,0,0,0,15,2,2,3,3,1,2,2,605,109,147,190,32,10,117,65,46,19,10.59999942779541,34,2,0.3,0,16,589,0.0,0.0,0.10743801652892562,0.0
96984,492,0,478,478,0,0,0,0,0,19,3,2,3,3,3,3,2,478,89,119,144,28,16,82,31,58,20,13.5,23,2,0.38,0,20,458,0.0,0.0,0.06485355648535565,0.0
97928,493,0,835,835,0,0,0,0,0,18,2,3,3,2,2,3,3,835,157,211,289,41,7,130,164,77,19,14.899999618530273,36,3,0.36,0,19,816,0.0,0.0,0.19640718562874251,0.0
98008,494,0,256,256,0,0,0,0,0,15,3,2,2,1,2,2,3,256,47,97,59,15,12,26,21,89,20,14.899999618530273,24,1,0.3,0,16,240,0.0,0.0,0.08203125,0.0
99320,495,0,976,976,0,0,0,0,0,24,3,3,4,4,3,3,4,976,153,274,310,48,11,180,152,88,20,18.399999618530273,10,3,0.48,0,25,951,0.0,0.0,0.1557377049180328,0.0
99340,496,0,682,682,0,0,0,0,0,14,2,2,2,2,2,1,3,682,128,168,224,34,9,119,81,55,19,11.100000381469727,31,3,0.28,0,15,667,0.0,0.0,0.1187683284457478,0.0
100792,497,0,696,696,0,0,0,0,0,16,3,2,3,2,2,1,3,696,142,133,240,43,9,129,163,63,19,12.699999809265137,26,2,0.32,0,17,679,0.0,0.0,0.23419540229885058,0.0
101308,498,0,845,845,0,0,0,0,0,24,3,3,3,4,3,4,4,845,117,286,275,53,15,99,105,76,19,17.200000762939453,13,4,0.48,0,25,820,0.0,0.0,0.1242603550295858,0.0
101604,499,0,571,571,0,0,0,0,0,14,2,2,2,2,1,3,2,571,111,135,191,37,7,90,83,72,20,12.799999237060547,31,2,0.28,0,15,556,0.0,0.0,0.14535901926444833,0.0
102764,500,0,856,856,0,0,0,0,0,17,2,2,3,2,3,2,3,856,187,177,244,75,6,167,76,58,19,12.600000381469727,20,1,0.34,0,18,838,0.0,0.0,0.08878504672897196,0.0
103908,501,0,576,576,0,0,0,0,0,20,3,3,3,2,3,3,3,576,64,168,203,28,11,102,51,94,20,17.399999618530273,24,3,0.4,0,21,555,0.0,0.0,0.08854166666666667,0.0
104852,502,0,522,522,0,0,0,0,0,17,3,2,3,1,3,2,3,522,98,120,189,43,9,63,74,79,20,14.700000762939453,25,0,0.34,0,18,504,0.0,0.0,0.1417624521072797,0.0
105028,503,0,1059,1059,0,0,0,0,0,19,2,3,3,2,3,3,3,1059,170,304,348,66,10,161,95,65,19,14.09999942779541,29,2,0.38,0,20,1039,0.0,0.0,0.08970727101038715,0.0
106020,504,0,1178,1178,0,0,0,0,0,29,4,4,5,4,3,4,5,1178,200,353,364,72,16,173,192,66,20,18.200000762939453,11,4,0.58,0,30,1148,0.0,0.0,0.16298811544991512,0.0
106416,505,0,627,627,0,0,0,0,0,23,3,4,4,3,3,3,3,627,92,196,171,53,14,101,53,78,20,17.0,16,3,0.46,0,24,603,0.0,0.0,0.08452950558213716,0.0
