timestep,episode_num,score,steps,survival_time,lines_cleared,single_clears,double_clears,triple_clears,tetris_clears,total_pieces,piece_I,piece_O,piece_T,piece_L,piece_J,piece_S,piece_Z,actions_taken,rotations,left_moves,right_moves,soft_drops,hard_drops,no_ops,invalid_actions,holes_created,max_height,avg_height,total_bumpiness,wells_created,coverage,max_combo,unique_states,state_revisits,lines_per_piece,score_per_piece,invalid_action_rate,tetris_rate
11024,140,0,114,114,0,0,0,0,0,14,2,2,3,1,2,2,2,114,17,17,23,17,14,26,1,43,19,9.899999618530273,36,0,0.28,0,15,99,0.0,0.0,0.008771929824561403,0.0
11180,141,0,40,40,0,0,0,0,0,11,1,2,2,2,2,1,1,40,9,7,3,5,11,5,0,54,19,9.800000190734863,38,1,0.22,0,12,28,0.0,0.0,0.0,0.0
11200,142,0,44,44,0,0,0,0,0,12,2,2,2,0,2,2,2,44,3,8,8,6,12,7,0,52,20,10.100000381469727,40,0,0.24,0,12,32,0.0,0.0,0.0,0.0
11212,143,0,65,65,0,0,0,0,0,10,1,2,1,0,2,2,2,65,13,13,17,5,9,8,2,49,19,8.899999618530273,38,0,0.2,0,11,54,0.0,0.0,0.03076923076923077,0.0
11364,144,0,46,46,0,0,0,0,0,12,1,1,2,2,2,2,2,46,5,11,6,9,10,5,1,55,20,10.299999237060547,39,1,0.24,0,12,34,0.0,0.0,0.021739130434782608,0.0
11380,145,0,107,107,0,0,0,0,0,14,2,3,2,2,1,2,2,107,25,22,18,10,14,18,0,80,20,13.600000381469727,40,2,0.28,0,15,92,0.0,0.0,0.0,0.0
11504,146,0,76,76,0,0,0,0,0,13,2,2,2,1,2,2,2,76,13,11,12,13,11,16,1,50,20,10.199999809265137,50,1,0.26,0,14,62,0.0,0.0,0.013157894736842105,0.0
11684,147,0,118,118,0,0,0,0,0,13,2,2,1,2,2,2,2,118,22,24,21,19,13,19,3,43,19,9.5,42,2,0.26,0,14,104,0.0,0.0,0.025423728813559324,0.0
11840,148,0,115,115,0,0,0,0,0,14,2,2,2,2,2,2,2,115,20,25,23,18,10,19,7,51,19,10.700000762939453,39,2,0.28,0,15,100,0.0,0.0,0.06086956521739131,0.0
11864,149,0,125,125,0,0,0,0,0,16,2,3,2,3,3,1,2,125,19,25,22,22,15,22,1,64,20,12.799999237060547,42,3,0.32,0,16,109,0.0,0.0,0.008,0.0
11908,150,0,56,56,0,0,0,0,0,13,2,2,2,2,2,1,2,56,8,14,8,5,13,8,0,19,19,7.099999904632568,42,2,0.26,0,13,43,0.0,0.0,0.0,0.0
11964,151,0,115,115,0,0,0,0,0,15,1,3,2,3,2,2,2,115,20,23,17,20,14,21,3,41,19,10.100000381469727,33,2,0.3,0,16,99,0.0,0.0,0.02608695652173913,0.0
12112,152,0,68,68,0,0,0,0,0,13,1,2,2,2,2,2,2,68,12,11,10,13,11,11,1,85,19,13.699999809265137,20,0,0.26,0,14,54,0.0,0.0,0.014705882352941176,0.0
12172,153,0,66,66,0,0,0,0,0,14,1,2,2,2,2,3,2,66,7,14,12,8,13,12,1,44,20,10.0,39,2,0.28,0,15,51,0.0,0.0,0.015151515151515152,0.0
12184,154,0,80,80,0,0,0,0,0,12,2,1,2,1,2,2,2,80,16,13,13,11,12,15,1,51,20,9.899999618530273,40,0,0.24,0,13,67,0.0,0.0,0.0125,0.0
12316,155,0,88,88,0,0,0,0,0,12,2,2,2,1,2,1,2,88,16,20,16,11,11,14,1,56,20,10.399999618530273,42,3,0.24,0,12,76,0.0,0.0,0.011363636363636364,0.0
12504,156,0,98,98,0,0,0,0,0,14,2,2,3,2,1,2,2,98,16,20,18,17,14,13,5,40,19,9.59999942779541,38,1,0.28,0,15,83,0.0,0.0,0.05102040816326531,0.0
12600,157,0,104,104,0,0,0,0,0,13,2,2,2,1,2,2,2,104,20,15,19,18,12,20,3,62,19,11.399999618530273,37,2,0.26,0,14,90,0.0,0.0,0.028846153846153848,0.0
12744,158,0,60,60,0,0,0,0,0,12,2,1,2,2,2,2,1,60,14,10,10,6,11,9,0,36,20,8.399999618530273,42,1,0.24,0,13,47,0.0,0.0,0.0,0.0
12772,159,0,150,150,0,0,0,0,0,16,3,2,3,1,2,3,2,150,21,32,27,20,15,35,5,88,19,15.199999809265137,19,1,0.32,0,17,133,0.0,0.0,0.03333333333333333,0.0
12776,160,0,115,115,0,0,0,0,0,14,2,2,2,2,2,2,2,115,21,16,32,16,14,16,3,52,19,10.800000190734863,30,0,0.28,0,15,100,0.0,0.0,0.02608695652173913,0.0
13060,161,0,115,115,0,0,0,0,0,13,2,2,2,1,2,2,2,115,17,19,28,20,11,20,5,42,20,9.399999618530273,42,1,0.26,0,14,101,0.0,0.0,0.043478260869565216,0.0
13080,162,0,84,84,0,0,0,0,0,12,2,2,2,2,2,1,1,84,14,10,17,10,11,22,1,41,19,8.899999618530273,38,1,0.24,0,13,71,0.0,0.0,0.011904761904761904,0.0
13188,163,0,104,104,0,0,0,0,0,13,1,2,2,2,2,2,2,104,18,20,23,11,13,19,4,36,19,8.800000190734863,52,4,0.26,0,14,90,0.0,0.0,0.038461538461538464,0.0
13280,164,0,126,126,0,0,0,0,0,14,2,2,2,2,2,2,2,126,16,29,26,19,13,23,3,64,20,12.0,36,3,0.28,0,15,111,0.0,0.0,0.023809523809523808,0.0
13376,165,0,79,79,0,0,0,0,0,13,2,2,2,2,2,1,2,79,10,16,16,11,13,13,0,58,19,11.100000381469727,38,2,0.26,0,14,65,0.0,0.0,0.0,0.0
13392,166,0,78,78,0,0,0,0,0,13,2,2,2,2,2,2,1,78,12,12,13,10,13,18,0,48,19,10.0,38,1,0.26,0,14,64,0.0,0.0,0.0,0.0
13628,167,0,59,59,0,0,0,0,0,8,1,2,1,1,2,0,1,59,14,8,11,6,8,12,2,25,19,5.699999809265137,38,0,0.16,0,9,50,0.0,0.0,0.03389830508474576,0.0
13836,168,0,115,115,0,0,0,0,0,15,2,2,2,1,3,2,3,115,20,23,23,13,14,22,0,52,20,11.199999809265137,42,2,0.3,0,16,99,0.0,0.0,0.0,0.0
13844,169,0,164,164,0,0,0,0,0,15,2,2,2,2,3,2,2,164,30,29,43,18,14,30,5,76,19,13.600000381469727,29,2,0.3,0,16,148,0.0,0.0,0.03048780487804878,0.0
13944,170,0,166,166,0,0,0,0,0,18,2,3,3,2,3,3,2,166,38,28,34,24,18,24,8,37,19,10.90000057220459,35,3,0.36,0,19,147,0.0,0.0,0.04819277108433735,0.0
13980,171,0,88,88,0,0,0,0,0,11,1,1,2,1,2,2,2,88,13,15,18,9,10,23,1,32,20,7.599999904632568,40,0,0.22,0,11,77,0.0,0.0,0.011363636363636364,0.0
14152,172,0,79,79,0,0,0,0,0,11,0,2,2,1,2,2,2,79,17,6,15,16,10,15,0,52,20,9.59999942779541,37,0,0.22,0,12,67,0.0,0.0,0.0,0.0
14208,173,0,91,91,0,0,0,0,0,14,2,2,2,1,2,3,2,91,21,14,12,21,14,9,1,48,20,10.399999618530273,38,1,0.28,0,15,76,0.0,0.0,0.01098901098901099,0.0
14432,174,0,56,56,0,0,0,0,0,11,2,2,2,1,1,2,1,56,10,9,15,8,11,3,0,42,20,8.600000381469727,40,1,0.22,0,12,44,0.0,0.0,0.0,0.0
14468,175,0,131,131,0,0,0,0,0,16,1,2,3,2,3,2,3,131,17,28,24,18,15,29,3,43,20,10.700000762939453,38,0,0.32,0,17,114,0.0,0.0,0.022900763358778626,0.0
14532,176,0,95,95,0,0,0,0,0,13,2,2,2,2,1,2,2,95,16,25,14,15,11,14,2,51,20,10.299999237060547,40,1,0.26,0,14,81,0.0,0.0,0.021052631578947368,0.0
14576,177,0,149,149,0,0,0,0,0,18,3,3,1,3,3,3,2,149,26,31,35,15,17,25,7,83,19,15.5,20,1,0.36,0,18,131,0.0,0.0,0.04697986577181208,0.0
14748,178,0,79,79,0,0,0,0,0,14,2,2,3,2,2,2,1,79,9,19,13,11,12,15,3,86,20,14.199999809265137,40,2,0.28,0,15,64,0.0,0.0,0.0379746835443038,0.0
14864,179,0,72,72,0,0,0,0,0,15,3,2,2,1,3,2,2,72,8,13,16,9,15,11,0,64,20,12.399999618530273,40,1,0.3,0,16,56,0.0,0.0,0.0,0.0
14992,180,0,131,131,0,0,0,0,0,17,3,2,2,3,3,3,1,131,18,24,29,19,16,25,2,61,19,12.899999618530273,26,3,0.34,0,18,113,0.0,0.0,0.015267175572519083,0.0
15048,181,0,129,129,0,0,0,0,0,12,2,1,2,2,1,2,2,129,19,25,29,17,11,28,0,49,20,9.700000762939453,42,2,0.24,0,13,116,0.0,0.0,0.0,0.0
15144,182,0,70,70,0,0,0,0,0,13,1,2,2,2,2,2,2,70,10,12,14,9,12,13,0,43,20,9.5,36,1,0.26,0,14,56,0.0,0.0,0.0,0.0
15156,183,0,41,41,0,0,0,0,0,9,2,1,1,2,1,1,1,41,6,6,5,4,9,11,0,24,20,6.0,40,0,0.18,0,10,31,0.0,0.0,0.0,0.0
15216,184,0,117,117,0,0,0,0,0,15,3,2,2,2,2,2,2,117,20,12,19,26,14,26,0,55,20,11.5,40,1,0.3,0,16,101,0.0,0.0,0.0,0.0
15484,185,0,109,109,0,0,0,0,0,12,2,2,2,1,2,1,2,109,23,23,18,19,10,16,5,37,20,8.5,40,1,0.24,0,13,96,0.0,0.0,0.045871559633027525,0.0
15560,186,0,104,104,0,0,0,0,0,15,2,2,2,1,3,3,2,104,14,20,21,13,14,22,3,67,20,12.699999809265137,39,2,0.3,0,16,88,0.0,0.0,0.028846153846153848,0.0
15592,187,0,94,94,0,0,0,0,0,15,2,2,2,3,2,2,2,94,16,22,10,16,14,16,1,56,19,11.59999942779541,33,0,0.3,0,16,78,0.0,0.0,0.010638297872340425,0.0
15752,188,0,149,149,0,0,0,0,0,15,2,2,2,2,1,3,3,149,25,32,30,18,15,29,6,58,20,11.799999237060547,40,2,0.3,0,16,133,0.0,0.0,0.040268456375838924,0.0
15756,189,0,68,68,0,0,0,0,0,14,2,2,1,2,2,2,3,68,17,6,9,7,14,15,0,47,20,10.299999237060547,40,1,0.28,0,15,53,0.0,0.0,0.0,0.0
15872,190,0,70,70,0,0,0,0,0,14,2,1,2,2,2,3,2,70,12,14,14,8,14,8,4,89,20,14.5,32,2,0.28,0,15,55,0.0,0.0,0.05714285714285714,0.0
16012,191,0,65,65,0,0,0,0,0,12,1,2,2,2,2,2,1,65,13,10,11,8,12,11,2,42,20,9.0,40,0,0.24,0,12,53,0.0,0.0,0.03076923076923077,0.0
16092,192,0,133,133,0,0,0,0,0,19,3,2,2,3,3,3,3,133,21,20,29,14,18,31,1,45,20,12.100000381469727,36,1,0.38,0,20,113,0.0,0.0,0.007518796992481203,0.0
16204,193,0,112,112,0,0,0,0,0,13,2,2,2,2,2,2,1,112,17,19,25,18,12,21,3,26,20,7.799999713897705,42,1,0.26,0,14,98,0.0,0.0,0.026785714285714284,0.0
16212,194,0,85,85,0,0,0,0,0,16,1,3,2,2,3,3,2,85,12,19,13,11,16,14,0,49,19,11.300000190734863,33,1,0.32,0,17,68,0.0,0.0,0.0,0.0
16420,195,0,54,54,0,0,0,0,0,10,2,1,2,1,1,2,1,54,5,13,9,7,9,11,0,71,19,11.100000381469727,38,1,0.2,0,10,44,0.0,0.0,0.0,0.0
16516,196,0,126,126,0,0,0,0,0,12,2,1,2,2,1,2,2,126,18,24,22,20,12,30,1,42,19,9.0,40,2,0.24,0,13,113,0.0,0.0,0.007936507936507936,0.0
16596,197,0,96,96,0,0,0,0,0,14,2,2,3,2,1,2,2,96,20,16,21,12,12,15,4,61,20,11.699999809265137,50,2,0.28,0,15,81,0.0,0.0,0.041666666666666664,0.0
16740,198,0,162,162,0,0,0,0,0,15,2,2,2,2,3,2,2,162,25,26,37,20,15,39,5,23,20,8.300000190734863,40,2,0.3,0,16,146,0.0,0.0,0.030864197530864196,0.0
16764,199,0,86,86,0,0,0,0,0,13,1,2,2,2,2,2,2,86,13,19,17,9,12,16,0,60,19,11.199999809265137,38,1,0.26,0,14,72,0.0,0.0,0.0,0.0
16968,200,0,113,113,0,0,0,0,0,15,3,2,2,2,2,2,2,113,20,21,21,14,13,24,9,97,20,15.700000762939453,21,2,0.3,0,16,97,0.0,0.0,0.07964601769911504,0.0
17144,201,0,137,137,0,0,0,0,0,16,3,3,2,2,2,2,2,137,19,26,33,14,15,30,13,85,20,14.899999618530273,23,3,0.32,0,16,121,0.0,0.0,0.0948905109489051,0.0
17256,202,0,129,129,0,0,0,0,0,16,2,3,2,2,3,2,2,129,20,33,17,16,15,28,4,55,20,11.90000057220459,36,1,0.32,0,17,112,0.0,0.0,0.031007751937984496,0.0
17500,203,0,89,89,0,0,0,0,0,14,2,3,2,2,1,2,2,89,11,29,12,7,14,16,0,60,20,11.59999942779541,36,1,0.28,0,15,74,0.0,0.0,0.0,0.0
17532,204,0,192,192,0,0,0,0,0,16,2,3,2,2,2,2,3,192,31,39,35,27,15,45,5,29,19,9.300000190734863,35,1,0.32,0,17,175,0.0,0.0,0.026041666666666668,0.0
17568,205,0,150,150,0,0,0,0,0,16,2,3,2,2,2,2,3,150,32,30,27,16,15,30,7,35,19,9.899999618530273,40,3,0.32,0,17,133,0.0,0.0,0.04666666666666667,0.0
17944,206,40,172,172,1,1,0,0,0,18,3,2,2,3,3,2,3,172,26,36,36,23,17,34,4,66,20,12.799999237060547,34,1,0.345,1,18,154,0.05555555555555555,2.2222222222222223,0.023255813953488372,0.0
18044,207,0,119,119,0,0,0,0,0,13,2,2,2,2,1,2,2,119,18,17,32,12,12,28,7,79,20,13.09999942779541,32,1,0.26,0,14,105,0.0,0.0,0.058823529411764705,0.0
18092,208,0,140,140,0,0,0,0,0,17,2,2,3,3,3,2,2,140,22,33,29,16,16,24,5,79,20,14.700000762939453,24,1,0.34,0,18,122,0.0,0.0,0.03571428571428571,0.0
18224,209,0,181,181,0,0,0,0,0,13,2,2,2,2,1,2,2,181,26,34,40,33,12,36,3,49,20,10.100000381469727,35,2,0.26,0,14,167,0.0,0.0,0.016574585635359115,0.0
18360,210,0,79,79,0,0,0,0,0,13,2,2,2,2,2,2,1,79,5,21,16,13,13,11,0,50,19,10.199999809265137,40,3,0.26,0,14,65,0.0,0.0,0.0,0.0
18396,211,0,113,113,0,0,0,0,0,10,2,1,1,1,2,1,2,113,17,19,29,15,9,24,4,60,19,10.0,36,0,0.2,0,11,102,0.0,0.0,0.035398230088495575,0.0
18764,212,0,101,101,0,0,0,0,0,13,2,2,2,1,2,2,2,101,13,16,17,23,11,21,2,67,19,11.90000057220459,41,4,0.26,0,14,87,0.0,0.0,0.019801980198019802,0.0
19036,213,0,160,160,0,0,0,0,0,18,3,2,3,3,2,2,3,160,20,29,33,21,18,39,0,70,19,14.199999809265137,24,2,0.36,0,19,141,0.0,0.0,0.0,0.0
19120,214,0,89,89,0,0,0,0,0,14,3,2,2,2,2,2,1,89,12,14,22,12,13,16,2,34,20,9.0,39,1,0.28,0,15,74,0.0,0.0,0.02247191011235955,0.0
19228,215,0,251,251,0,0,0,0,0,17,3,1,3,3,2,3,2,251,44,56,46,33,17,55,3,70,20,13.800000190734863,32,1,0.34,0,18,233,0.0,0.0,0.01195219123505976,0.0
19480,216,0,347,347,0,0,0,0,0,20,3,3,3,3,3,3,2,347,54,80,85,41,20,67,19,50,19,13.0,24,2,0.4,0,20,327,0.0,0.0,0.05475504322766571,0.0
19592,217,0,139,139,0,0,0,0,0,16,1,2,3,3,2,3,2,139,15,36,31,15,15,27,2,54,20,11.799999237060547,34,2,0.32,0,17,122,0.0,0.0,0.014388489208633094,0.0
19672,218,0,138,138,0,0,0,0,0,14,2,3,1,2,2,2,2,138,17,31,23,21,11,35,6,46,19,10.199999809265137,38,1,0.28,0,15,123,0.0,0.0,0.043478260869565216,0.0
19732,219,0,126,126,0,0,0,0,0,17,3,3,3,2,1,3,2,126,18,25,18,17,16,32,5,75,20,14.299999237060547,26,3,0.34,0,18,108,0.0,0.0,0.03968253968253968,0.0
19788,220,0,77,77,0,0,0,0,0,12,2,2,2,2,1,2,1,77,10,15,17,9,11,15,2,46,19,9.399999618530273,46,3,0.24,0,13,64,0.0,0.0,0.025974025974025976,0.0
19948,221,0,54,54,0,0,0,0,0,10,1,2,2,2,2,1,0,54,6,5,12,11,9,11,0,38,20,7.799999713897705,40,0,0.2,0,11,43,0.0,0.0,0.0,0.0
20192,222,0,101,101,0,0,0,0,0,12,2,2,2,1,1,2,2,101,16,17,21,14,12,21,0,68,20,11.59999942779541,42,1,0.24,0,13,88,0.0,0.0,0.0,0.0
20216,223,0,156,156,0,0,0,0,0,16,2,3,1,3,2,2,3,156,27,32,37,19,15,26,10,62,20,12.600000381469727,32,1,0.32,0,17,139,0.0,0.0,0.0641025641025641,0.0
20296,224,0,156,156,0,0,0,0,0,16,3,2,2,3,2,2,2,156,22,31,35,25,14,29,8,72,19,13.600000381469727,24,2,0.32,0,17,139,0.0,0.0,0.05128205128205128,0.0
20332,225,0,96,96,0,0,0,0,0,13,1,2,2,2,2,2,2,96,23,16,16,14,11,16,0,40,19,9.199999809265137,38,2,0.26,0,14,82,0.0,0.0,0.0,0.0
20448,226,0,64,64,0,0,0,0,0,9,2,1,2,1,1,1,1,64,7,14,15,9,8,11,0,54,20,9.0,40,0,0.18,0,10,54,0.0,0.0,0.0,0.0
20652,227,0,109,109,0,0,0,0,0,13,1,2,2,2,2,2,2,109,21,13,21,17,13,24,1,58,19,11.0,38,1,0.26,0,14,95,0.0,0.0,0.009174311926605505,0.0
20784,228,0,84,84,0,0,0,0,0,14,3,2,2,2,2,1,2,84,7,23,17,7,14,16,1,44,20,10.0,36,2,0.28,0,14,70,0.0,0.0,0.011904761904761904,0.0
20904,229,0,143,143,0,0,0,0,0,15,2,2,2,3,2,3,1,143,19,29,36,23,12,24,7,58,20,11.799999237060547,35,0,0.3,0,16,127,0.0,0.0,0.04895104895104895,0.0
20912,230,0,154,154,0,0,0,0,0,16,3,2,2,3,2,2,2,154,18,27,40,30,12,27,10,83,20,14.700000762939453,30,2,0.32,0,17,137,0.0,0.0,0.06493506493506493,0.0
21044,231,0,98,98,0,0,0,0,0,13,2,2,2,2,1,2,2,98,20,20,10,17,12,19,2,38,19,9.0,38,1,0.26,0,14,84,0.0,0.0,0.02040816326530612,0.0
21140,232,0,89,89,0,0,0,0,0,13,2,1,2,2,2,2,2,89,10,14,16,15,11,23,0,72,19,12.399999618530273,21,0,0.26,0,14,75,0.0,0.0,0.0,0.0
21356,233,0,111,111,0,0,0,0,0,12,2,2,2,2,2,0,2,111,16,17,30,19,11,18,13,23,19,7.099999904632568,44,1,0.24,0,13,98,0.0,0.0,0.11711711711711711,0.0
21536,234,0,45,45,0,0,0,0,0,9,1,0,2,2,1,2,1,45,6,9,7,6,9,8,0,36,19,7.200000286102295,38,0,0.18,0,10,35,0.0,0.0,0.0,0.0
21588,235,0,136,136,0,0,0,0,0,15,2,2,2,2,3,3,1,136,13,21,30,28,15,29,4,60,19,12.0,33,2,0.3,0,16,120,0.0,0.0,0.029411764705882353,0.0
21660,236,0,130,130,0,0,0,0,0,14,2,2,2,1,2,2,3,130,23,25,30,14,14,24,2,61,19,11.699999809265137,29,2,0.28,0,15,115,0.0,0.0,0.015384615384615385,0.0
21708,237,0,201,201,0,0,0,0,0,19,3,3,3,2,2,3,3,201,30,42,42,27,18,42,0,51,20,12.699999809265137,40,2,0.38,0,20,181,0.0,0.0,0.0,0.0
22052,238,0,129,129,0,0,0,0,0,16,3,3,2,3,2,1,2,129,20,23,27,21,13,25,7,60,20,12.399999618530273,40,2,0.32,0,17,112,0.0,0.0,0.05426356589147287,0.0
22172,239,0,116,116,0,0,0,0,0,12,2,2,1,2,1,2,2,116,18,19,22,17,11,29,1,68,19,11.59999942779541,32,0,0.24,0,13,103,0.0,0.0,0.008620689655172414,0.0
22188,240,0,132,132,0,0,0,0,0,12,2,2,2,0,2,2,2,132,26,21,27,25,12,21,0,42,19,9.0,38,1,0.24,0,13,119,0.0,0.0,0.0,0.0
22300,241,0,178,178,0,0,0,0,0,14,2,3,1,2,2,2,2,178,35,28,38,26,14,37,12,37,19,9.300000190734863,36,1,0.28,0,15,163,0.0,0.0,0.06741573033707865,0.0
22600,242,0,107,107,0,0,0,0,0,10,2,2,2,2,0,1,1,107,15,28,20,16,9,19,1,70,20,11.0,40,0,0.2,0,10,97,0.0,0.0,0.009345794392523364,0.0
22648,243,0,115,115,0,0,0,0,0,17,3,3,3,1,2,2,3,115,18,33,16,17,15,16,3,52,20,12.100000381469727,33,1,0.34,0,18,97,0.0,0.0,0.02608695652173913,0.0
22728,244,0,169,169,0,0,0,0,0,14,2,2,2,2,2,2,2,169,28,48,30,23,14,26,22,67,19,12.300000190734863,32,3,0.28,0,14,155,0.0,0.0,0.1301775147928994,0.0
22832,245,0,133,133,0,0,0,0,0,16,2,1,3,2,3,3,2,133,12,28,32,15,16,30,8,47,20,11.100000381469727,30,1,0.32,0,17,116,0.0,0.0,0.06015037593984962,0.0
23168,246,0,130,130,0,0,0,0,0,11,2,1,1,2,2,2,1,130,26,23,22,20,10,29,2,28,19,7.200000286102295,41,1,0.22,0,12,118,0.0,0.0,0.015384615384615385,0.0
23204,247,0,151,151,0,0,0,0,0,14,2,2,3,2,2,2,1,151,27,32,27,24,14,27,11,45,20,10.100000381469727,37,2,0.28,0,15,136,0.0,0.0,0.0728476821192053,0.0
23280,248,0,138,138,0,0,0,0,0,14,2,2,2,2,1,3,2,138,30,22,34,21,12,19,6,71,19,12.699999809265137,22,0,0.28,0,15,123,0.0,0.0,0.043478260869565216,0.0
23444,249,0,153,153,0,0,0,0,0,16,3,3,3,2,2,1,2,153,29,28,28,14,15,39,13,85,19,14.899999618530273,21,1,0.32,0,16,137,0.0,0.0,0.08496732026143791,0.0
23588,250,0,96,96,0,0,0,0,0,12,1,2,2,2,2,1,2,96,15,16,21,13,12,19,1,69,20,11.699999809265137,39,0,0.24,0,13,83,0.0,0.0,0.010416666666666666,0.0
23660,251,0,95,95,0,0,0,0,0,14,2,2,2,2,2,2,2,95,7,16,22,15,13,22,2,54,20,11.0,38,1,0.28,0,15,80,0.0,0.0,0.021052631578947368,0.0
23828,252,0,165,165,0,0,0,0,0,21,2,3,3,3,3,4,3,165,18,38,26,19,20,44,4,63,20,14.700000762939453,19,0,0.42,0,22,143,0.0,0.0,0.024242424242424242,0.0
23840,253,0,99,99,0,0,0,0,0,13,2,2,2,1,2,2,2,99,21,23,16,13,12,14,2,62,19,11.399999618530273,31,1,0.26,0,14,85,0.0,0.0,0.020202020202020204,0.0
24084,254,0,106,106,0,0,0,0,0,12,2,1,2,1,2,2,2,106,8,23,23,15,11,26,0,43,20,9.100000381469727,46,1,0.24,0,13,93,0.0,0.0,0.0,0.0
24164,255,0,144,144,0,0,0,0,0,15,1,3,2,2,3,2,2,144,26,20,38,21,13,26,6,66,19,12.600000381469727,23,1,0.3,0,16,128,0.0,0.0,0.041666666666666664,0.0
24208,256,0,92,92,0,0,0,0,0,13,2,2,2,2,2,1,2,92,10,22,15,12,12,21,1,51,20,10.299999237060547,42,1,0.26,0,14,78,0.0,0.0,0.010869565217391304,0.0
24292,257,0,116,116,0,0,0,0,0,13,2,2,2,2,2,2,1,116,13,28,30,15,12,18,2,61,20,11.300000190734863,40,2,0.26,0,14,102,0.0,0.0,0.017241379310344827,0.0
24372,258,0,52,52,0,0,0,0,0,10,2,1,1,1,1,2,2,52,7,6,13,10,9,7,1,56,20,9.59999942779541,40,1,0.2,0,11,41,0.0,0.0,0.019230769230769232,0.0
24648,259,0,89,89,0,0,0,0,0,13,2,2,2,1,2,2,2,89,14,19,14,13,13,16,1,52,19,10.399999618530273,39,2,0.26,0,14,75,0.0,0.0,0.011235955056179775,0.0
24648,260,0,110,110,0,0,0,0,0,15,2,2,3,2,2,2,2,110,23,23,16,16,14,18,4,52,19,11.199999809265137,36,2,0.3,0,16,94,0.0,0.0,0.03636363636363636,0.0
24684,261,0,150,150,0,0,0,0,0,16,1,3,3,3,2,2,2,150,30,25,32,21,16,26,1,57,19,12.100000381469727,34,1,0.32,0,17,133,0.0,0.0,0.006666666666666667,0.0
24756,262,0,96,96,0,0,0,0,0,12,2,1,2,2,2,1,2,96,17,15,25,14,10,15,1,47,20,9.5,40,1,0.24,0,12,84,0.0,0.0,0.010416666666666666,0.0
25116,263,0,117,117,0,0,0,0,0,18,3,3,3,3,2,2,2,117,20,16,30,12,16,23,4,57,20,12.899999618530273,35,1,0.36,0,18,99,0.0,0.0,0.03418803418803419,0.0
25140,264,0,96,96,0,0,0,0,0,12,2,2,1,1,2,2,2,96,18,13,22,13,12,18,0,52,19,10.0,33,0,0.24,0,13,83,0.0,0.0,0.0,0.0
25224,265,0,135,135,0,0,0,0,0,13,2,1,2,2,2,2,2,135,21,35,27,14,12,26,1,58,20,11.100000381469727,41,1,0.26,0,14,121,0.0,0.0,0.007407407407407408,0.0
25452,266,40,201,201,1,1,0,0,0,17,2,2,2,2,3,3,3,201,40,45,39,19,15,43,11,67,20,12.5,40,2,0.335,1,17,184,0.058823529411764705,2.3529411764705883,0.05472636815920398,0.0
25460,267,0,80,80,0,0,0,0,0,11,1,2,1,2,2,2,1,80,18,14,16,10,11,11,8,42,20,8.600000381469727,39,1,0.22,0,12,68,0.0,0.0,0.1,0.0
25700,268,0,119,119,0,0,0,0,0,13,2,2,2,1,2,2,2,119,23,24,30,9,13,20,4,50,20,10.199999809265137,38,1,0.26,0,13,106,0.0,0.0,0.03361344537815126,0.0
25836,269,0,180,180,0,0,0,0,0,15,2,2,3,2,2,2,2,180,39,38,43,10,14,36,2,69,20,12.899999618530273,41,2,0.3,0,15,165,0.0,0.0,0.011111111111111112,0.0
26224,270,0,191,191,0,0,0,0,0,16,3,2,2,2,3,2,2,191,28,42,44,26,16,35,8,82,19,14.600000381469727,34,2,0.32,0,16,175,0.0,0.0,0.041884816753926704,0.0
26256,271,0,201,201,0,0,0,0,0,15,2,1,3,2,2,3,2,201,33,48,44,32,12,32,16,67,19,12.699999809265137,38,2,0.3,0,16,185,0.0,0.0,0.07960199004975124,0.0
26380,272,0,170,170,0,0,0,0,0,15,2,2,3,2,3,2,1,170,20,42,41,22,15,30,2,98,20,15.800000190734863,17,2,0.3,0,16,154,0.0,0.0,0.011764705882352941,0.0
26656,273,0,100,100,0,0,0,0,0,10,1,2,1,2,2,0,2,100,18,18,22,14,9,19,8,40,20,8.0,40,1,0.2,0,11,89,0.0,0.0,0.08,0.0
26740,274,0,129,129,0,0,0,0,0,12,2,2,2,1,2,1,2,129,29,28,22,13,11,26,2,71,19,11.90000057220459,37,2,0.24,0,13,116,0.0,0.0,0.015503875968992248,0.0
26788,275,0,238,238,0,0,0,0,0,16,2,1,3,3,2,2,3,238,42,48,59,27,14,48,10,65,20,12.899999618530273,40,1,0.32,0,16,222,0.0,0.0,0.04201680672268908,0.0
27152,276,0,193,193,0,0,0,0,0,15,2,2,2,2,2,2,3,193,34,40,40,17,12,50,3,31,20,9.100000381469727,44,2,0.3,0,16,177,0.0,0.0,0.015544041450777202,0.0
27240,277,0,125,125,0,0,0,0,0,14,2,2,2,3,1,2,2,125,20,22,19,13,13,38,3,65,20,12.100000381469727,38,2,0.28,0,15,110,0.0,0.0,0.024,0.0
27408,278,0,188,188,0,0,0,0,0,17,3,2,3,3,2,1,3,188,31,35,39,24,16,43,9,64,20,13.200000762939453,34,2,0.34,0,18,170,0.0,0.0,0.047872340425531915,0.0
27428,279,0,160,160,0,0,0,0,0,19,2,3,3,3,3,3,2,160,30,39,26,19,17,29,7,68,20,14.40000057220459,29,2,0.38,0,20,140,0.0,0.0,0.04375,0.0
