timestep,episode_num,reward,length,won,target_word,guess_count,possible_words_count
2004,332,-31.2,6,False,PRICE,6,1
2012,333,-21.7,6,False,INPUT,6,1
2016,334,-21.4,6,False,WORST,6,1
2016,335,-44.6,6,False,TOPIC,6,1
2028,336,-41.1,6,False,CRAZY,6,1
2036,337,-49.5,6,False,VALUE,6,1
2040,338,-37.7,6,False,HAPPY,6,1
2040,339,-13.7,6,False,WATER,6,1
2052,340,-36.4,6,False,GOING,6,1
2060,341,-35.7,6,False,CYCLE,6,1
2064,342,-26.8,6,False,THANK,6,1
2064,343,-11.4,6,False,BOOST,6,1
2076,344,-39.7,6,False,OFFER,6,1
2084,345,-40.1,6,False,ERROR,6,1
2088,346,-31.0,6,False,BUYER,6,1
2088,347,-12.0,6,False,WORLD,6,1
2100,348,-44.1,6,False,FRESH,6,1
2108,349,-38.6,6,False,MIGHT,6,1
2112,350,-14.2,6,False,BASED,6,1
2112,351,-15.8,6,False,BROWN,6,2
2124,352,-43.2,6,False,TRUTH,6,1
2132,353,-66.4,6,False,PHOTO,6,2
2136,354,-9.6,6,False,CRASH,6,1
2136,355,-25.2,6,False,THEME,6,1
2148,356,-27.0,6,False,BLACK,6,1
2156,357,-26.9,6,False,NURSE,6,1
2160,358,-37.2,6,False,BILLY,6,1
2160,359,-30.8,6,False,FLOOR,6,1
2172,360,-31.2,6,False,FRESH,6,1
2180,361,-11.8,6,False,CHOSE,6,1
2184,362,-30.7,6,False,CRAFT,6,1
2184,363,-8.8,6,False,STORY,6,2
2196,364,-10.0,6,False,FAITH,6,1
2204,365,-19.0,6,False,STUCK,6,1
2208,366,-26.2,6,False,RURAL,6,1
2208,367,-47.4,6,False,LUCKY,6,1
2220,368,-28.4,6,False,INNER,6,2
2228,369,-20.9,6,False,LEAVE,6,1
2232,370,-38.9,6,False,SHOWN,6,1
2232,371,134.7,3,False,UPPER,3,1
2232,372,-33.0,6,False,PRESS,6,1
2252,373,-29.7,6,False,PHASE,6,1
2256,374,-22.2,6,False,SKILL,6,1
2256,375,-35.8,6,False,RIVER,6,1
2256,376,-22.2,6,False,CABLE,6,1
2276,377,-24.0,6,False,DEALT,6,1
2280,378,-13.1,6,False,SOLID,6,1
2280,379,-36.3,6,False,ENTRY,6,1
2280,380,-18.1,6,False,TEARS,6,1
2300,381,-27.6,6,False,FRANK,6,1
2304,382,-28.4,6,False,YOUTH,6,1
2304,383,-34.1,6,False,ISSUE,6,1
2304,384,-53.3,6,False,EVERY,6,2
2324,385,-34.2,6,False,CRASH,6,1
2328,386,-36.0,6,False,FORTY,6,2
2328,387,7.4,6,False,NOISE,6,1
2328,388,-28.0,6,False,ANGRY,6,1
2348,389,-18.5,6,False,VOICE,6,1
2352,390,-41.0,6,False,ALONE,6,1
2352,391,-16.5,6,False,VALUE,6,1
2352,392,-32.4,6,False,SMART,6,2
2372,393,-8.4,6,False,UNDER,6,1
2376,394,-17.2,6,False,LEAST,6,1
2376,395,-35.8,6,False,EQUAL,6,1
2376,396,-32.2,6,False,MARCH,6,1
2396,397,-7.3,6,False,AROSE,6,1
2400,398,-28.1,6,False,TEXAS,6,1
2400,399,-30.7,6,False,PANEL,6,1
2400,400,-22.6,6,False,THESE,6,1
2420,401,5.6,6,False,PLATE,6,1
2424,402,-24.0,6,False,PRIDE,6,1
2424,403,-24.1,6,False,GROWN,6,1
2424,404,-17.1,6,False,GUIDE,6,1
2444,405,-19.2,6,False,PRINT,6,1
2448,406,-48.6,6,False,TRACK,6,2
2448,407,-53.3,6,False,LEGAL,6,2
2448,408,-41.6,6,False,ALONG,6,1
2468,409,-24.0,6,False,MAGIC,6,1
2472,410,-34.6,6,False,BRIEF,6,1
2472,411,-30.2,6,False,TEXAS,6,1
2472,412,-20.3,6,False,GRAND,6,1
2492,413,-38.2,6,False,ERROR,6,1
2496,414,-31.1,6,False,VISIT,6,1
2496,415,-6.0,6,False,MOVED,6,1
2496,416,-43.2,6,False,WHEEL,6,1
2516,417,-13.4,6,False,SPENT,6,1
2520,418,-27.4,6,False,ARRAY,6,1
2520,419,-21.1,6,False,FLASH,6,1
2520,420,-30.8,6,False,VITAL,6,1
2540,421,-11.0,6,False,PAINT,6,1
2544,422,-9.8,6,False,FRAUD,6,1
2544,423,-41.2,6,False,SCORE,6,1
2544,424,-21.8,6,False,SMALL,6,1
2564,425,-9.6,6,False,THICK,6,1
2568,426,-26.0,6,False,MIXED,6,1
2568,427,-26.3,6,False,THREW,6,1
2568,428,2.9,6,False,WORSE,6,1
2588,429,-27.0,6,False,UNTIL,6,1
2592,430,-39.5,6,False,FAULT,6,1
2592,431,-52.8,6,False,SENSE,6,1
2592,432,-47.8,6,False,THESE,6,2
2612,433,-34.2,6,False,NIGHT,6,1
2616,434,-31.7,6,False,STYLE,6,1
2616,435,-43.6,6,False,WORLD,6,1
